timestamp,session_id,app_version,screen_name,api_latency_ms,ui_response_ms,fps,memory_mb,error_code,network_type,api_latency_ms_rolling_mean_5,api_latency_ms_rolling_std_5,api_latency_ms_rolling_max_10,api_latency_ms_zscore,ui_response_ms_rolling_mean_5,ui_response_ms_rolling_std_5,ui_response_ms_rolling_max_10,ui_response_ms_zscore,fps_rolling_mean_5,fps_rolling_std_5,fps_rolling_max_10,fps_zscore,memory_mb_rolling_mean_5,memory_mb_rolling_std_5,memory_mb_rolling_max_10,memory_mb_zscore,fps_change_rate,latency_change_rate,memory_growth_rate,recent_error_count,latency_cv
2026-02-21 09:02:33.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,profile,670,203,15,115.0,0,wifi,670.0,0.0,670.0,0.0,203.0,0.0,203.0,0.0,15.0,0.0,15.0,0.0,115.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-02-21 09:02:38.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,search,463,248,26,133.68509291032223,0,wifi,566.5,146.37110370561533,670.0,-0.7071067763556298,225.5,31.81980515339464,248.0,0.707106758964326,20.5,7.7781745930520225,26.0,0.7071066902774683,124.34254645516111,13.212355903989529,133.68509291032223,0.7071067276679524,0.7333333333333334,-0.30895522388059704,18.685092910322226,0.0,0.2583779407718224
2026-02-21 09:02:44.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,notifications,389,188,31,126.39862510125496,0,wifi,507.3333333333333,145.6514103376048,670.0,-0.8124420645609055,213.0,31.22498999199199,248.0,-0.8006407433844108,24.0,8.18535277187245,31.0,0.8551860060165374,125.02790600385906,9.417660399473844,133.68509291032223,0.14554771500624208,0.1923076923076923,-0.15982721382289422,-7.286467809067261,0.0,0.28709213544779105
2026-02-21 09:02:50.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,home_feed,258,151,48,125.59372159655122,0,wifi,445.0,172.29238714077493,670.0,-1.0853642579218759,197.5,40.13726448077895,248.0,-1.1585243649014418,30.0,13.73559851869101,48.0,1.3104633675076298,125.1693599020321,7.694690057941166,133.68509291032223,0.055149932768407364,0.5483870967741935,-0.33676092544987146,-0.8049035047037449,0.0,0.387173902817081
2026-02-21 09:02:57.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,notifications,203,71,46,142.43328684157262,0,wifi,396.6,184.32661229458975,670.0,-1.0503095377257845,172.2,66.39804213981012,248.0,-1.5241413031843367,33.2,13.881642554107204,48.0,0.9220810165675823,128.6221452899402,10.19876590527465,142.43328684157262,1.3541971965737853,-0.04166666666666663,-0.21317829457364346,16.839565245021404,0.0,0.4647670494952665
2026-02-21 09:03:03.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,chat,221,114,46,113.9643394515478,0,wifi,306.8,113.65825970865471,670.0,-0.7548945361739696,154.4,67.9874988508917,248.0,-0.5942268812444077,39.4,10.139033484509259,48.0,0.6509495563984611,128.41501318024976,10.549090187118228,142.43328684157262,-1.369850110533508,0.0,0.08866995073891615,-28.468947390024823,0.0,0.3704636875429955
2026-02-21 09:03:08.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,settings,201,118,52,155.54591063240548,0,wifi,254.4,78.64349941349256,670.0,-0.6790135194800965,128.4,43.798401797325894,248.0,-0.2374515812397382,44.6,7.987490219086341,52.0,0.9264485928094023,132.7871767246664,16.262426026013593,155.54591063240548,1.3994672425790995,0.13043478260869557,-0.0904977375565611,41.58157118085768,0.0,0.30913325119638096
2026-02-21 09:03:12.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,home_feed,164,65,54,125.29225199822838,0,wifi,209.4,34.16577234601912,670.0,-1.3288152309682715,103.8,35.7589149723534,248.0,-1.0850440776783552,49.2,3.6331804249169846,54.0,1.3211561545153703,132.56590210406108,16.378198111572104,155.54591063240548,-0.44410560991980275,0.03846153846153855,-0.1840796019900498,-30.2536586341771,0.0,0.16316032561059596
2026-02-21 09:03:16.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,chat,167,86,49,141.18443335220604,0,wifi,191.2,24.74267568392725,670.0,-0.9780671795998619,90.8,24.2837394155019,248.0,-0.19766312429101093,49.4,3.5777087639996576,54.0,-0.111803367624998,135.68404445519207,16.202123431544276,155.54591063240548,0.3394856594426066,-0.09259259259259256,0.018292682926829285,15.892181353977662,0.0,0.12940729892531355
2026-02-21 09:03:18.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,home_feed,200,96,50,148.01319384491464,0,wifi,190.6,24.41925469788144,670.0,0.3849421176590378,95.8,21.614809737770084,248.0,0.00925291469938802,50.2,3.033150177620614,54.0,-0.0659380256004565,136.8000258558605,16.957769563055574,155.54591063240548,0.6612406947811464,0.020408163265306145,0.19760479041916157,6.8287604927085965,0.0,0.12811780991481442
2026-02-21 09:03:21.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,chat,224,133,51,149.60883461730654,0,wifi,191.2,25.37124356431913,463.0,1.292802168882496,99.6,26.688949023893777,248.0,1.2514542524189987,51.2,1.9235384061671232,54.0,-0.1039749949279834,143.9289248890122,11.60554603865762,155.54591063240548,0.48941335633510363,0.020000000000000018,0.1200000000000001,1.5956407723919028,0.0,0.13269478782230307
2026-02-21 09:03:28.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,search,242,128,46,159.62091048519073,0,wifi,199.4,34.36277055186331,389.0,1.2397137389137642,101.6,28.710625210886658,188.0,0.9195201736836204,50.0,2.915475947422643,54.0,-1.3719882105520003,144.7439248595693,12.715322693998358,159.62091048519073,1.1700044752021055,-0.0980392156862745,0.0803571428571428,10.012075867884192,0.0,0.1723308444309552
2026-02-21 09:03:34.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,notifications,234,104,46,134.67663546982004,0,wifi,213.4,30.361159398152182,258.0,0.678498441095609,109.4,20.366639388961563,151.0,-0.2651394582940999,48.4,2.302172886644258,54.0,-1.042492929801378,146.6208015538876,9.381992495919976,159.62091048519073,-1.273094688166412,0.0,-0.03305785123966942,-24.944275015370692,0.0,0.14227347355144662
2026-02-21 09:03:42.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,profile,183,70,47,143.80055406992554,0,wifi,216.6,24.531612258471814,242.0,-1.3696612467342104,106.2,25.55777768116783,133.0,-1.4163985239716415,48.0,2.345207879911705,54.0,-0.4264012508931183,147.1440256974315,9.070804979418847,159.62091048519073,-0.36859697309060513,0.021739130434782705,-0.21794871794871795,9.123918600105497,0.0,0.1132576738006193
2026-02-21 09:03:49.224973,0100ff40-0782-4590-bdc0-7f2841c19e2c,1.2.0,chat,207,80,54,186.62396262326615,0,wifi,218.0,23.52658071203728,242.0,-0.46755623637291494,103.0,28.03569153775238,133.0,-0.8203828019952992,48.8,3.5637059362410866,54.0,1.4591547770437148,154.86617945310178,19.93031412927819,186.62396262326615,1.5934410953448146,0.14893617021276606,0.13114754098360648,42.82340855334061,0.0,0.10792009451429901
